skillID,desc,pdesc,h,ph,hch
31100007,데몬 슬래시의 데미지를 영구적으로 증가시킨다.\n#c3차 스킬 '데몬 슬래시 2차 강화'를 익히기 위해 1레벨 이상 필요#,,데몬 슬래시의 데미지 #damR% 증가,,
31101000,전방의 적 다수를 자신의 앞으로 끌어당기며 공격한다.,전방의 적 다수를 자신의 앞으로 끌어당기며 공격한다.,"공격 당 HP #hpCon, 포스 #forceCon 소비, 스킬키를 누르고 있으면 최대 #mobCount명의 적을 끌어당기며 #damage% 데미지로 #attackCount번 공격 가능","공격 당 HP #hpCon, 포스 #forceCon 소비, 스킬키를 누르고 있으면 최대 #mobCount명의 적을 #prop% 확률로 끌어당기며 #damage% 데미지로 #attackCount번 공격 가능","공격 당 HP #hpCon, 포스 #forceCon 소비, 스킬키를 누르고 있으면 최대 #mobCount명의 적을 #hcProp% 확률로 끌어당기며 #damage% 데미지로 #attackCount번 공격 가능"
31101001,전방으로 거칠게 돌진하며 경로 내 적 다수를 끌고 온다. 일부 몬스터는 저항하여 끌려오지 않는다.,전방으로 거칠게 돌진하며 경로 내 적 다수를 끌고 온다.,"포스 #forceCon 소비, 최대 #mobCount명의 적을 #damage% 데미지로 #attackCount번 공격하며 이동","포스 #forceCon 소비, 최대 #mobCount명의 적을 #damage% 데미지로 #attackCount번 공격하며 이동\n재사용 대기시간 #cooltime초","포스 #forceCon 소비, 최대 #mobCount명의 적을 #damage% 데미지로 #attackCount번 공격하며 이동\n재사용 대기시간 #hcCooltime초"
31101002,"자신의 주변, 가까운 위치의 적을 추적하여 공격하며 대상을 일정 확률로 기절시킬 수 있다. 공중에서 사용할 수 있고 방향키와 함께 사용하면 순간 이동하는 방향을 결정할 수 있다.","자신의 주변, 가까운 위치의 적을 추적하여 공격한다. 대상을 일정 확률로 기절시킬 수 있으며 방향키와 함께 사용하면 순간 이동하는 방향을 결정할 수 있다.","포스 #forceCon 소비, 순간 이동 후 최대 #mobCount명의 적을 #damage% 데미지로 공격, #prop%확률로 #time초 동안 기절","포스 #forceCon 소비, 순간 이동 후 최대 #mobCount명의 적을 #damage% 데미지로 공격, #prop%확률로 #time초 동안 기절\n재사용 대기시간 #cooltime초","포스 #forceCon 소비, 순간 이동 후 최대 #mobCount명의 적을 #damage% 데미지로 공격, #hcProp%확률로 #hcTime초 동안 기절.\n재사용 대기시간 #hcCooltime초"
31101003,"일정 시간 동안 적으로부터 받은 데미지를 적에게 되돌려 주고, 대상을 일정 확률로 마비상태로 만든다. 단, 한 번에 대상의 최대 HP의 절반 이상은 되돌려 줄 수 없다. 일부 몬스터는 저항하여 마비되지 않는다.","일정 시간 동안 적으로부터 받은 데미지를 적에게 되돌려 주고, 대상을 일정 확률로 마비상태로 만든다. 단, 한 번에 대상의 최대 HP의 절반 이상은 되돌려 줄 수 없다.","HP #hpCon 소비, #time초 동안 받은 피해의 #y%만큼 적에게 되돌려 줌, 대상은 #prop% 확률로 #subTime초 동안 마비","HP #hpCon 소비, #time초 동안 받은 피해의 #y%만큼 적에게 되돌려 줌, 대상은 #prop% 확률로 #subTime초 동안 마비","HP #hpCon 소비, #hcTime초 동안 받은 피해의 #hcReflect%만큼 적에게 되돌려 줌, 대상은 #hcProp% 확률로 #hcSubTime초 동안 마비.\n재사용 대기시간 #hcCooltime초"
31100004,"한손 둔기, 한손 도끼 숙련도를 증가시킨다.\n#c4차 스킬 '어드밴스드 웨폰 마스터리'을 익히기 위해 10레벨 이상 필요#",,"한손 둔기, 한손 도끼 계열 무기 숙련도 #mastery% 증가",,
31100005,영구적으로 힘과 민첩성을 증가시킨다.,,"영구적으로 힘 #strX, 민첩성 #dexX 증가",,
31100006,영구적으로 공격력과 크리티컬 확률을 증가시킨다.,,"공격력 #padX, 크리티컬 확률 #cr% 증가",,
31110010,데몬 슬래시의 데미지를 추가 증가시킨다.\n필요 스킬 : #c데몬 슬래시 1차 강화 1레벨#\n#c4차 스킬 '데몬 슬래시 최종 강화'을 익히기 위해 1레벨 이상 필요#,,데몬 슬래시의 데미지 #damR% 추가 증가\n(최종 데미지 증가량 #x%),,
31111000,사방의 적 다수를 동시에 공격하여 치명적인 데미지를 준다. 추가 크리티컬 확률이 적용된다.,사방의 적 다수를 동시에 공격하여 치명적인 데미지를 준다. 추가 크리티컬 확률이 적용된다.,"HP #hpCon, 포스 #forceCon 소비, 최대 #mobCount명의 적을 #damage% 데미지로 #attackCount번 공격, 추가 크리티컬 확률 #cr%","HP #hpCon, 포스 #forceCon 소비, 최대 #mobCount명의 적을 #damage% 데미지로 #attackCount번 공격, 추가 크리티컬 확률 #cr%",
31111001,사방의 적 다수를 자신의 근방으로 끌어 당기며 데미지를 준다. 끌려온 적은 일정 시간 동안 기절상태가 된다. 일부 몬스터는 저항하여 끌려오지 않고 기절하지 않는다.,사방의 적 다수를 자신의 근방으로 끌어 당기며 데미지를 준다. 끌려온 적은 일정 시간 동안 기절상태가 된다.,"포스 #forceCon 소비, 최대 #mobCount명의 적에게 #damage% 데미지로 #attackCount번 공격, 대상은 #prop% 확률로 #time초 동안 기절","포스 #forceCon 소비, 최대 #mobCount명의 적을 #prop% 확률로 끌어당기며 #damage% 데미지로 #attackCount번 공격, 대상은 #subProp% 확률로 #time초 동안 기절","포스 #forceCon 소비, 최대 #mobCount명의 적에게 #damage% 데미지로 #attackCount번 공격, 대상은 #hcSubProp% 확률로 #hcTime초 동안 기절"
31111003,"붉은 까마귀 떼를 소환하여 전방의 적 다수를 공격한 후, 자신의 HP를 회복시킨다. ","붉은 까마귀 떼를 소환하여 전방의 적 다수를 공격한 후, 자신의 HP를 회복시킨다. ","포스 #forceCon 소비, 최대 #mobCount명의 적에게 #damage% 데미지로 #attackCount번 공격, 최대 HP의 #x%만큼 HP 회복, 시전 동작 중 무적\n재사용 대기시간 #cooltime초","포스 #forceCon 소비, 최대 #mobCount명의 적에게 #damage% 데미지로 #attackCount번 공격, 최대 HP의 #x%만큼 HP 회복\n재사용 대기시간 #cooltime초","포스 #forceCon 소비, 최대 #mobCount명의 적에게 #damage% 데미지로 #attackCount번 공격, 최대 HP의 #hcHp%만큼 HP 회복\n재사용 대기시간 #cooltime초"
31111005,포이즌 데몬의 강력한 독으로 주변의 적 다수를 동시에 공격한다. 대상은 일정 시간 동안 도트 데미지를 입는다.,포이즌 데몬의 강력한 독으로 주변의 적 다수를 동시에 공격한다. 대상은 일정 시간 동안 도트 데미지를 입는다.,"공격 당 HP #hpCon, 포스 #forceCon 소비, 스킬키를 누르고 있으면 최대 #mobCount명의 적에게 #damage% 데미지로 #attackCount번 공격, 대상에게 #dotTime초 동안 #dotInterval초 당 #dot%의 독 속성 도트 데미지 적용","공격 당 HP #hpCon, 포스 #forceCon 소비, 스킬키를 누르고 있으면 최대 #mobCount명의 적에게 #damage% 데미지로 #attackCount번 공격, 대상에게 #dotTime초 동안 #dotInterval초 당 #dot%의 독 속성 도트 데미지 적용",
31110004,"방어력, 상태 이상 내성, 모든 속성 내성 확률을 증가시킨다.",,"방어력 #pddR%, 상태 이상 내성 #asrR, 모든 속성 내성 #terR% 증가",,
31110006,"기절, 암흑, 결빙, 슬로우, 행동 불가에 걸린 적을 공격할 경우, 데미지와 크리티컬 확률이 추가 증가한다.",,"기절, 암흑, 결빙, 슬로우, 행동 불가에 걸린 적 공격 시 최종 데미지 #x%, 크리티컬확률 #y% 추가 증가",,
31110007,정신 집중을 통해 영구적으로 데미지를 증가시키고 공격 속도를 1단계 증가시킨다.,,"최종 데미지 #pdR% 증가, 공격 속도 증가",,
31110008,일정확률로 적의 공격을 포스 실드로 가드한다. 가드에 성공하면 포스게이지와 HP가 소폭 회복된다.,,"피격시 #x% 확률로 가드, 가드 성공 시 #y%의 HP와 #z의 포스 회복",,
31110009,"데몬 슬래시 사용 시 일정 확률로 포스를 추가 획득할 수 있게 되며, 4초 마다 일정량의 포스를 자동 회복한다.",,"데몬 슬래시 사용 시 #prop%의 확률로 포스 추가 흡수, 4초 마다 포스 #y 자동 회복",,
31120011,데몬 슬래시의 데미지를 최종 증가시킨다.\n필요 스킬 : #c데몬 슬래시 2차 강화 1레벨#,,데몬 슬래시의 데미지 #damR% 추가 증가\n(최종 데미지 증가량 #x%),,
31121000,어두운 기운을 끌어올린 후 폭발시켜 치명적인 데미지를 준다. 폭발 데미지는 100% 크리티컬 공격으로 적용된다.,,"HP #hpCon, 포스 #forceCon 소비, 최대 #mobCount명의 적을 #damage% 데미지로 공격한 후, #v% 데미지로 #w번 크리티컬 공격",,
31121010,사방의 적 다수를 공중으로 띄운 후 치명적인 데미지를 준다. 띄운 후의 폭발 데미지는 100% 크리티컬 공격으로 적용된다.,사방의 적 다수를 공중으로 띄운 후 치명적인 데미지를 준다. 띄운 후의 폭발 데미지는 100% 크리티컬 공격으로 적용된다.,"HP #hpCon, 포스 #forceCon 소비, 최대 #mobCount명의 적을 #damage% 데미지로 공격하여 띄운 후, #v% 데미지로 #w번 크리티컬 공격","HP #hpCon, 포스 #forceCon 소비, 최대 #mobCount명의 적을 #damage% 데미지로 공격하여 #prop% 확률로 띄운 후, #v% 데미지로 #w번 크리티컬 공격\n재사용 대기시간 #cooltime초","HP #hpCon, 포스 #forceCon 소비, 최대 #mobCount명의 적을 #damage% 데미지로 공격하여 띄운 후, #v% 데미지로 #w번 크리티컬 공격\n재사용 대기시간 #hcCooltime초"
31121001,순간적으로 잠재된 힘을 활성화하여 전방의 적 다수에게 치명적인 데미지를 준다. 데몬 임팩트는 추가 크리티컬 확률 및 슬로우 효과와 몹 방어율 추가 무시 효과가 적용되며 대상이 보스일 경우 데미지가 증가된다.,,"포스 #forceCon 소비, 최대 #mobCount명의 적을 #damage% 데미지로 #attackCount번 공격, 추가 크리티컬 확률 #cr%과 몹 방어율 #ignoreMobpdpR% 추가 무시 효과 적용, #time초 동안 슬로우 효과 적용, 보스 몬스터 공격 시 데미지 #bdR% 증가",,
31121003,"순간적으로 잠재된 힘을 방출하여 사방의 적 다수를 위협하고 강한 데미지를 준다. 대상은 암흑 상태 이상에 걸려 방어력, 공격력, 명중률이 감소하며 경험치 획득량과 아이템 드롭 확률이 증가한다.#c인피니티 포스 지속 중에는 재사용 대기시간이 감소한다.#",,"HP #hpCon, 포스 #forceCon 소비, 최대 #mobCount명의 적을 #damage% 데미지로 #attackCount번 공격하며 위협. 대상은 #subTime초 동안 공격력, 방어력 #x%, 명중률 #z% 감소, 획득 경험치, 아이템 드롭률 #w% 증가\n재사용 대기시간 #cooltime초, 인피니티 포스 지속 중에는 #s초로 감소",,
31121006,일정확률로 주변의 적 다수를 행동 불가 상태로 만든다. 추가로 몬스터의 방어율을 일정수준만큼 무시하는 패시브 효과가 있으며 다크 바인드의 효과는 보스에게도 동일하게 적용된다. \n공격을 받은 적은 90초 동안 행동 불가 상태 이상에 저항하여 다크 바인드 및 다른 스킬로 인한 행동 불가 상태 이상에 걸리지 않는다. ,일정확률로 주변의 적 다수를 행동 불가 상태로 만들고 도트 데미지를 준다. 추가로 몬스터의 방어율을 일정수준만큼 무시하는 패시브 효과가 있으며 다크 바인드의 효과는 보스에게도 동일하게 적용된다. ,"포스 #forceCon 소비, 최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격, 대상은 #time초 동안 #prop%확률로 행동 불가 상태 적용\n다크 바인드로 적에게 준 데미지에 따라 행동 불가 지속시간 최대 100% 증가\n재사용 대기시간 #cooltime초\n[패시브 효과 : 영구적으로 몬스터의 방어율 #ignoreMobpdpR% 무시]","액티브 : 포스 #forceCon 소비, 최대 #mobCount명의 적을 #damage%의 데미지로 공격, 대상은 #time초 동안 #prop%확률로 #dotInterval초당 #dot%의 도트 데미지를 받으며 행동 불가 상태 적용\n재사용 대기시간 #cooltime초\n패시브 : 영구적으로 몬스터의 방어율 #ignoreMobpdpR% 무시","액티브 : 포스 #forceCon 소비, 최대 #mobCount명의 적을 #damage%의 데미지로 공격, 대상은 #hcTime초 동안 #prop% 확률로 #dotInterval초당 #dot%의 도트 데미지를 받으며 #hcProp% 확률로 #hcSubTime초 동안 행동 불가 상태 적용\n재사용 대기시간 #cooltime초\n패시브 : 영구적으로 몬스터의 방어율 #ignoreMobpdpR% 무시"
31121005,일정 시간 동안 잠재능력을 개방하여 데미지와 HP를 증가시킨다. 추가로 메타모포시스 상태일 때는 시전자를 중심으로 2개의 암흑 투기가 빠르게 회전하며 공격 범위 내 다수의 적을 자동으로 공격한다.,일정 시간 동안 잠재능력을 개방하여 데미지와 HP를 증가시킨다. 추가로 메타모포시스 상태일 때는 시전자를 중심으로 2개의 암흑 투기가 빠르게 회전하며 공격 범위 내 다수의 적을 자동으로 공격한다.,"HP #hpCon, 포스 #forceCon 소비, 버프 시전 동작 중 무적, #time초 동안 데미지 #damR%, 최대 HP #indieMhpR%증가, 주변의 적들을 #damage%의 데미지로 자동 공격\n재사용 대기시간 #cooltime초","HP #hpCon, 포스 #forceCon 소비, #time초 동안 데미지 #damR%, 최대 HP #indieMhpR%증가, 주변의 적들을 #damage%의 데미지로 자동 공격\n재사용 대기시간 #cooltime초",
31121007,"모든 포스를 소비하는 대신 일정 시간 동안 포스 제한 없이 스킬을 사용할 수 있다. 단, 스킬의 재사용 대기시간은 무시할 수 없다.",,"포스 #forceCon 소비, #time초 동안 포스 제한없이 스킬 사용 가능\n재사용 대기시간 #cooltime초",,
31121002,일정 시간 동안 적들에게 입힌 데미지의 일부를 나와 파티원의 HP로 회복시킨다.,,"포스 #forceCon 소비, #time초 동안 공격 데미지의 #x%를 파티원의 HP로 회복시킴. 최대 HP의 #w%이상 회복 불가, 한 번 흡수 후 #y초 동안 재흡수 불가",,
31121004,"일정 시간 동안 파티원의 모든 능력치를 일정 퍼센트만큼 증가시켜 준다. 메이플 용사, 시그너스 나이츠, 노바의 용사, 레프의 용사, 이계의 용사, 아니마의 용사, 륀느의 가호는 중첩되지 않는다.",,"HP #hpCon 소비, #time초 동안 AP를 직접 투자한 모든 능력치 #x% 증가",,
31120008,"한손 둔기, 한손 도끼 계열 무기 숙련도를 극한까지 증가시키며, 크리티컬 데미지와 공격력을 증가시킨다.\n필요 스킬 : #c웨폰 마스터리 10레벨 이상#",,"한손 둔기, 한손 도끼 계열 무기 숙련도 증가량 #mastery%로 증가, 공격력 #padX, 크리티컬 데미지 #criticaldamage% 증가",,
31120009,영구적으로 신체를 강화하여 적에게 입는 피해를 감소 시킨다.,,영구적으로 #t% 피해 감소,,
31120043,데몬 슬래시로 흡수하는 포스를 증가시킨다.,,포스 흡수량 #x% 증가,,
31120044,데몬 슬래시의 데미지를 증가시킨다.,,데미지 #damR% 증가,,
31120045,데몬 슬래시 사용 이후 일정 시간 동안 다른 공격 스킬 사용 시 최종 데미지가 증가된다.,,데몬 슬래시 사용 후 #time초 동안 다른 공격 스킬의 최종 데미지 #x% 증가,,
31120046,메타모포시스 발동 시 도트 데미지와 데몬 슬레이어의 모든 공격이 공격 무시 및 공격 반사 상태의 적에게도 피해를 입힌다.,,발동 시 지속 시간의 #y%동안 데몬 슬레이어의 모든 공격이 공격 무시 및 공격 반사 상태의 적에게도 피해를 입힘\n[패시브 효과 : 도트 데미지가 공격 무시 및 공격 반사 상태의 적에게도 피해를 입힘.],,
31120047,메타모포시스의 데미지를 증가시킨다.,,데미지 #damR% 증가,,
31120048,메타모포시스의 포스 소비량을 감소시킨다.,,포스 소비량 #reduceForceR% 감소,,
31120049,데몬 임팩트의 데미지를 증가시킨다.,,데미지 #damR% 증가,,
31120050,데몬 임팩트의 공격 횟수를 증가시킨다.,,공격 횟수 #attackCount 증가,,
31120051,데몬 임팩트의 포스 소비량을 감소시킨다.,,포스 소비량 #reduceForceR% 감소,,
31121052,명계를 지키는 신장의 힘으로 전방의 적들을 처단하고 혼을 강탈한다.,,"HP #hpCon 소비, #mobCount명의 적에게 #damage% 데미지로 #attackCount번 공격. 보스 몬스터 공격 시 데미지 #bdR% 및 몬스터 방어율 무시 #ignoreMobpdpR% 효과. 공격 시 포스 추가 흡수량 #x.\n재사용 대기시간 #cooltime초",,
31121053,악마의 수정을 불러내어 응축되었던 마족의 기운을 펼쳐낸다.,,"포스 #forceCon 소비, #time초 동안 데미지 #indieDamR% 증가.\n재사용 대기시간 #cooltime초. 파티원 중 데몬 직업군, 레지스탕스 직업군, 제논에만 효과",,
31121054,"자신의 피에 담긴 귀족의 혈통을 자각하고 그 힘을 일깨운다. 소환 스킬, 전직업 공용 5차 스킬 및 일부 스킬에는 적용되지 않는다.",,"HP #hpCon, 포스 #forceCon 소비, #time 초 동안 모든 공격에 최종 데미지의 #x%로 추가 타격 발생.\n재사용 대기시간 #cooltime초, 포스를 #y 흡수할 때마다 재사용 대기시간 #w초 감소, 블루 블러드와 인피니티 포스를 함께 사용 중에는 일정 시간마다 재사용 대기시간 #q초 추가 감소.\n[패시브 효과 : 모든 스킬의 포스 소비량 #reduceForceR% 감소 ]",,
31201000,"전방으로 돌진하면서 적들을 강력하게 벤다.\r\n#c익시드# : 점점 공격력이 강력해지고 HP 소비가 늘어나며, 최종 단계에 이르면 돌진 범위가 증가한다.",,"최대 HP의 #hpRCon% 소비, 최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격",,
31201001,자신을 따르는 박쥐의 무리를 소환하여 전방으로 보낸다. 스킬 키를 다시 누르면 박쥐 무리의 진행 방향을 바꿀 수 있다.,,"최대 HP의 #hpRCon% 소비, #damage%의 데미지로 총 #attackCount번 공격.\n#c공격 횟수를 모두 채우거나 일정 거리를 이동 또는 일정 시간이 지나면 소멸하며, 스킬 키를 다시 누르면 진행 방향이 바뀜#",,
31201002,일정 시간 동안 공격 속도를 증가시킨다.,,"HP #hpCon 소비, #time초 동안 공격 속도 2단계 증가",,
31200003,공격력을 증가시킨다.,,공격력 #padX 증가,,
31200004,굳은 의지로 인해 방어력을 크게 증가시킨다.,,영구적으로 방어력 #pddR% 증가,,
31200005,영구적으로 데스페라도의 숙련도가 증가한다.\n#c4차 스킬 '어드밴스드 데스페라도 마스터리'를 익히기 위해 10레벨 이상 필요#,,영구적으로 데스페라도 숙련도 #mastery% 증가,,
31200006,영구적으로 최대 HP와 방어력이 증가한다.,,"영구적으로 최대 HP #mhpX, 방어력 #pddX 증가",,
31201007,"전방으로 돌진하면서 적들을 강력하게 벤다.\r\n#c익시드# : 점점 공격력이 강력해지고 HP 소비가 늘어나며, 최종 단계에 이르면 돌진 범위가 증가한다.",,"최대 HP의 #hpRCon% 소비, 최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격",,
31201008,"전방으로 돌진하면서 적들을 강력하게 벤다.\r\n#c익시드# : 점점 공격력이 강력해지고 HP 소비가 늘어나며, 최종 단계에 이르면 돌진 범위가 증가한다.",,"최대 HP의 #hpRCon% 소비, 최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격",,
31201009,"전방으로 돌진하면서 적들을 강력하게 벤다.\r\n#c익시드# : 점점 공격력이 강력해지고 HP 소비가 늘어나며, 최종 단계에 이르면 돌진 범위가 증가한다.",,"최대 HP의 #hpRCon% 소비, 최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격",,
31201010,"전방으로 돌진하면서 적들을 강력하게 벤다.\r\n#c익시드# : 점점 공격력이 강력해지고 HP 소비가 늘어나며, 최종 단계에 이르면 돌진 범위가 증가한다.",,"최대 HP의 #hpRCon% 소비, 최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격",,
31211000,"원을 그리며 전후방의 적들을 벤다.\r\n#c익시드# : 점점 공격 속도가 빨라지고 HP 소비가 늘어나며, 최종 단계에 이르면 공격 범위가 증가한다.",,"최대 HP의 #hpRCon% 소비, 최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격",,
31211001,키다운을 하는 동안 적들을 타격하면 데스페라도로 생명력을 흡수한다. 생명력 흡수는 몬스터 수나 언데드 상태 이상과 무관하게 흡수한다. 키다운이 끝나면 폭발을 일으키며 추가 공격을 한다.,,"HP #hpCon 소비, 키다운 동안 #mobCount명의 적을 #damage%의 데미지로 공격하고 최대 HP의 #y%를 회복.\r\n키다운 종료 시, #x%의 데미지로 추가 공격\n재사용 대기시간 #cooltime초",,
31211002,방패를 세워 전방의 적들을 밀어내며 돌진한다. 돌진이 끝난 후에 방패에서 힘을 방출하여 추가로 적들을 밀어내고 기절시킨다. 일부 몬스터는 저항하여 밀리지 않고 기절하지 않는다.,,"최대 HP의 #hpRCon% 소비, 전방으로 최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격하며 밀어내면서 이동함.\r\n이동이 끝난 다음 #z명의 적을 #x%의 데미지로 공격하면서 추가로 밀어냄",,
31211003,"일정 시간 동안 사악한 기운을 막아내는 능력을 얻는다. 모든 속성 내성과 상태 내성이 증가하고, 받는 데미지가 일정 비율 감소한다.",,"HP #hpCon 소비, #time초 동안 모든 속성 내성 #y%, 상태 내성 #z 증가, 받는 데미지 #x% 감소",,
31211004,"일정 시간 동안 자신의 HP를 급격히 증가시키고, 일정 주기로 HP를 회복할 수 있는 능력을 갖는다.",,"HP #hpCon 소비, #time초 동안 최대 HP가 #indieMhpR% 증가. #w초 주기로 최대 HP의 #x%를 회복.",,
31210005,영구적으로 익시드 오버로드로 인해 감소하는 앱졸브 라이프 HP 흡수량을 완화시킨다. 추가로 익시드 스킬의 데미지를 증가시킨다.,,영구적으로 익시드 오버로드 수치로 인해 감소되는 HP 흡수량  #x% 감소. 익시드 스킬의 데미지 #damR% 증가,,
31210006,앱졸브 라이프를 통해 흡수할 수 있는 HP 수치와 릴리즈 오버로드로 얻는 최종 데미지 증가량을 증가시킨다.\r\n필요 스킬 : #c앱졸브 라이프 10레벨 이상#,,"앱졸브 라이프의 흡수량 #x%(최대 HP의 %), 릴리즈 오버로드의 최종 데미지 증가량 #y%로 증가",,
31211007,"원을 그리며 전후방의 적들을 벤다.\r\n#c익시드# : 점점 공격 속도가 빨라지고 HP 소비가 늘어나며, 최종 단계에 이르면 공격 범위가 증가한다.",,"최대 HP의 #hpRCon% 소비, 최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격",,
31211008,"원을 그리며 전후방의 적들을 벤다.\r\n#c익시드# : 점점 공격 속도가 빨라지고 HP 소비가 늘어나며, 최종 단계에 이르면 공격 범위가 증가한다.",,"최대 HP의 #hpRCon% 소비, 최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격",,
31211009,"원을 그리며 전후방의 적들을 벤다.\r\n#c익시드# : 점점 공격 속도가 빨라지고 HP 소비가 늘어나며, 최종 단계에 이르면 공격 범위가 증가한다.",,"최대 HP의 #hpRCon% 소비, 최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격",,
31211010,"원을 그리며 전후방의 적들을 벤다.\r\n#c익시드# : 점점 공격 속도가 빨라지고 HP 소비가 늘어나며, 최종 단계에 이르면 공격 범위가 증가한다.",,"최대 HP의 #hpRCon% 소비, 최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격",,
31211011,방패를 세워 전방의 적들을 밀어내며 돌진한다. 돌진이 끝난 후에 방패에서 힘을 방출하여 추가로 적들을 밀어내고 기절시킨다. 일부 몬스터는 저항하여 밀리지 않고 기절하지 않는다.,,"HP #hpCon소비, 전방으로 최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격하며 밀어내면서 이동함.\r\n이동이 끝난 다음 #z명의 적을 #x%의 데미지로 공격하면서 추가로 밀어냄",,
31221000,"진정한 마족의 힘을 사용하여 전방의 적을 강력하게 베며, 적의 방어를 일정 비율 무시한다.\r\n#c익시드# : 점점 공격 속도가 빨라지고 HP 소비가 늘어나며, 최종 단계에 이르면 2번 더 공격한다.",,"최대 HP의 #hpRCon% 소비, 최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격. 공격 시 적의 방어율 #ignoreMobpdpR% 추가 무시.",,
31221001,"적들을 추적하는 방패를 던진다. 던져진 방패는 목표를 맞춘 다음, 주변의 적을 쫓아 간다. 주변에 적이 없을 경우 동일한 적을 다시 공격한다. 실드 체이싱은 공격 반사 상태의 적을 공격해도 피해를 입지 않는다.",,"최대 HP의 #hpRCon% 소비, #bulletCount개의 방패를 적에게 던져서 #damage%의 데미지로 #attackCount번 공격. 방패 1개 당 최대 #z번 공격\n재사용 대기시간 #cooltime초 \r\n[패시브 효과 : 익시드: 문라이트 슬래시의 스킬 데미지 #damPlus%p 증가]",,
31221002,전방의 적들을 공격하여 갑옷을 찢는다. 공격 당한 적들은 일정 시간 방어력이 감소하는 디버프에 걸린다.,,"HP #hpCon 소비, 최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격. 공격 당한 적의 방어력이 #time초 동안 #y% 감소\n[패시브 효과 : 익시드: 데몬 스트라이크의 스킬 데미지 #damPlus%p 증가]",,
31221003,전후방의 적들을 구속하는 공격을 한다. 공격당한 적들은 일정 시간 행동 불가 상태에 빠진다.\n공격을 받은 적은 90초 동안 행동 불가 상태 이상에 저항하여 블러디 임프리즌 및 다른 스킬로 인한 행동 불가 상태 이상에 걸리지 않는다. ,,"HP #hpCon 소비, 최대 #mobCount명의 적을 #damage% 데미지로 #attackCount번 공격. 공격 당한 적은 #time초 동안 행동 불가\n블러디 임프리즌으로 적에게 준 데미지에 따라 행동 불가 지속시간 최대 100% 증가\n재사용 대기시간 #cooltime초",,
31221008,"일정 시간 동안 파티원의 모든 능력치를 일정 퍼센트만큼 증가시켜 준다. 메이플 용사, 시그너스 나이츠, 노바의 용사, 레프의 용사, 이계의 용사, 아니마의 용사, 륀느의 가호는 중첩되지 않는다.",,"HP #hpCon 소비, #time초 동안 AP를 직접 투자한 모든 능력치 #x% 증가 \r\n[패시브]: 최대 HP #mhpR% 증가",,
31220004,데미지를 크게 증가시키고 공격 속도를 빠르게 한다.,,"데미지 #damR%, 공격 속도 1단계 증가",,
31220005,"영구적으로 방어에 대한 전문도를 올려, 적의 방어력을 일정 비율 무시할 수 있게 되며, 방패 기술인 #c실드 차지#, #c실드 체이싱# 스킬의 공격력을 증가 시킨다. 방패 기술은 방어율 무시 비율이 2배가 된다.",,"영구적으로 적 방어력 #ignoreMobpdpR% 무시, 실드 차지, 실드 체이싱의 공격력 20% 증가. \r\n실드 차지, 실드 체이싱은 적 방어력을 2배 더 무시",,
31220006,"영구적으로 데스페라도에 대한 숙련도와 공격력, 크리티컬 데미지를 증가 시킨다.\r\n필요 스킬 : #c데스페라도 마스터리 10레벨 이상#",,"영구적으로 데스페라도 숙련도 증가량 #mastery%로 증가. 공격력 #padX, 크리티컬 데미지 #criticaldamage% 증가",,
31220007,영구적으로 익시드 공격 이후 확률적으로 추가 공격이 이루어진다.,,#c[파이널 어택류 스킬]# 영구적으로 익시드 공격 이후 #prop% 확률로 #damage%의 데미지로 #mobCount명의 적에게 #attackCount번 추가 공격,,
31221009,"진정한 마족의 힘을 사용하여 전방의 적을 강력하게 베며, 적의 방어를 일정 비율 무시한다.\r\n#c익시드# : 점점 공격 속도가 빨라지고 HP 소비가 늘어나며, 최종 단계에 이르면 2번 더 공격한다.",,"최대 HP의 #hpRCon% 소비, 최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격. 적의 방어율 #ignoreMobpdpR% 무시.",,
31221010,"진정한 마족의 힘을 사용하여 전방의 적을 강력하게 베며, 적의 방어를 일정 비율 무시한다.\r\n#c익시드# : 점점 공격 속도가 빨라지고 HP 소비가 늘어나며, 최종 단계에 이르면 2번 더 공격한다.",,"최대 HP의 #hpRCon% 소비, 최대 #mobCount명의 적을 #damage%의 데미지로 #attackCount번 공격. 적의 방어율 #ignoreMobpdpR% 무시.",,
